date,cpi
2024-08-27,8.509999954545455
2024-08-28,8.509999954545455
2024-08-29,8.509999954545455
2024-08-30,8.509999954545455
2024-08-31,8.509999954545455
2024-09-01,8.509999954545455
2024-09-02,9.646363636363636
2024-09-03,6.389038461538462
2024-09-04,7.200256435897436
2024-09-05,7.836451612903226
2024-09-06,9.709577727272729
2024-09-07,6.0340983606557375
2024-09-08,6.595087719298246
2024-09-09,5.311702127659575
2024-09-10,5.368666688888889
2024-09-11,8.306382957446807
2024-09-12,8.029473684210526
2024-09-13,5.591086956521739
2024-09-14,6.647441837209302
2024-09-15,9.822903193548386
2024-09-16,5.847142833333333
2024-09-17,8.15812503125
2024-09-18,12.341923076923075
2024-09-19,6.778888888888889
2024-09-20,6.952611111111111
2024-09-21,5.568
2024-09-22,6.778888888888889
2024-09-23,7.126333333333333
2024-09-24,4.566803270491803
2024-09-25,8.319021750000001
2024-09-26,6.070285714285714
2024-09-27,7.46200002
2024-09-28,6.3396385662650605
2024-09-29,7.069285714285715
2024-09-30,4.431375
2024-10-01,3.913768115942029
2024-10-02,8.727631552631578
2024-10-03,6.895344827586207
2024-10-04,5.653461551282051
2024-10-05,5.86896551724138
2024-10-06,5.974545446969697
2024-10-07,5.780283018867925
2024-10-08,6.925862068965516
2024-10-09,6.380882338235294
2024-10-10,4.543846164835165
2024-10-11,5.878382352941177
2024-10-12,4.823809535714285
2024-10-13,4.862857133928571
2024-10-14,4.471284412844037
2024-10-15,7.700882352941176
2024-10-16,7.313902439024391
2024-10-17,6.765
2024-10-18,5.32027398630137
2024-10-19,5.643164569620253
2024-10-20,5.083783792792793
2024-10-21,5.799780219780219
2024-10-22,5.112967032967033
2024-10-23,6.727777761904762
2024-10-24,7.898775510204082
2024-10-25,6.380363654545455
2024-10-26,6.3198717820512815
2024-10-27,5.913608257731958
2024-10-28,7.171290322580645
2024-10-29,4.095411764705882
2024-10-30,8.888518518518518
2024-10-31,8.200800000000001
2024-11-01,5.470851063829787
2024-11-02,6.933404255319149
2024-11-03,5.30974358974359
2024-11-04,6.216111111111111
2024-11-05,7.6054054054054046
2024-11-06,6.2214
2024-11-07,7.605142857142857
2024-11-08,7.437727272727272
2024-11-09,8.611470588235294
2024-11-10,4.237230769230769
2024-11-11,7.738928571428572
2024-11-12,5.408157894736842
2024-11-13,6.0359375
2024-11-14,6.134230769230769
2024-11-15,9.592142857142855
2024-11-16,5.286363636363636
2024-11-17,8.534666666666668
2024-11-18,5.343
2024-11-19,7.359230769230769
2024-11-20,5.173125
2024-11-21,5.277
2024-11-22,5.653333333333333
2024-11-23,7.358571428571427
2024-11-24,5.33
2024-11-25,6.404285714285714
2024-11-26,6.754166666666666
2024-11-27,6.25
2024-11-28,5.295
2024-11-29,11.701666666666666
2024-11-30,8.315
2024-12-01,6.396428571428571
2024-12-02,8.5775
2024-12-03,8.84
2024-12-04,6.762142857142857
2024-12-05,11.103333333333332
2024-12-06,6.3765217391304345
2024-12-07,7.376774193548387
2024-12-08,5.336136363636364
2024-12-09,6.7708
2024-12-10,6.600434782608696
2024-12-11,4.195454606060607
2024-12-12,5.789615384615384
2024-12-13,4.674473684210526
2024-12-14,6.7052
2024-12-15,7.293846153846153
2024-12-16,7.09625
2024-12-17,7.489999999999999
2024-12-18,6.570833333333333
2024-12-19,7.45
2024-12-20,6.41906246875
2024-12-21,6.775454545454545
2024-12-22,8.300571428571429
2024-12-23,8.367666633333334
2024-12-24,6.303870967741935
2024-12-25,5.085333333333334
2024-12-26,7.802352941176471
2024-12-27,9.999714285714283
2024-12-28,7.11
2024-12-29,5.461707292682927
2024-12-30,7.7484
2024-12-31,10.716111111111111
2025-01-01,6.504411764705883
2025-01-02,6.710645161290323
2025-01-03,7.835652173913044
2025-01-04,9.055
2025-01-05,6.014482758620689
2025-01-06,9.600555555555555
2025-01-07,4.339142857142857
2025-01-08,6.77695652173913
2025-01-09,6.446875
2025-01-10,6.632916666666667
2025-01-11,6.284193580645161
2025-01-12,5.895483870967742
2025-01-13,5.25969696969697
2025-01-14,5.19
2025-01-15,5.612749975
2025-01-16,8.757037037037037
2025-01-17,5.988275862068965
2025-01-18,6.065999971428572
2025-01-19,6.5965384615384615
2025-01-20,4.854864837837837
2025-01-21,7.11
2025-01-22,6.672121212121212
2025-01-23,5.807878787878788
2025-01-24,7.5615
2025-01-25,5.934583333333333
2025-01-26,6.182173913043478
2025-01-27,10.484285714285717
2025-01-28,6.436249958333334
2025-01-29,10.520555555555555
2025-01-30,6.4688
2025-01-31,7.056363636363637
2025-02-01,5.929655172413794
2025-02-02,5.571333333333333
2025-02-03,6.252000000000001
2025-02-04,4.952142857142857
2025-02-05,4.658064516129032
2025-02-06,9.68
2025-02-07,8.424666666666667
2025-02-08,6.027058823529411
2025-02-09,6.892727272727272
2025-02-10,6.50559996
2025-02-11,4.159189189189189
2025-02-12,4.9109375
2025-02-13,12.795454545454543
2025-02-14,5.09968753125
2025-02-15,8.545789473684211
2025-02-16,5.592444444444444
2025-02-17,6.999677451612904
2025-02-18,6.7559375
2025-02-19,8.052666666666667
2025-02-20,10.17
2025-02-21,7.267586206896551
2025-02-22,9.764375
2025-02-23,5.580357142857143
2025-02-24,7.267586206896551
2025-02-25,4.158928607142857
2025-02-26,7.267586206896551
2025-02-27,10.523636363636363
2025-02-28,13.03624975
2025-03-01,10.523636363636363
2025-03-02,10.523636363636363
2025-03-03,11.004444444444443
2025-03-04,5.046666666666667
2025-03-05,9.566666666666666
2025-03-06,9.566666666666666
2025-03-07,9.566666666666666
2025-03-08,9.131666666666666
2025-03-09,9.349166666666665
2025-03-10,7.758
2025-03-11,9.111666666666668
2025-03-12,9.111666666666668
2025-03-13,9.091666666666669
2025-03-14,9.111666666666668
2025-03-15,12.216666666666669
2025-03-16,8.41625
2025-03-17,9.111666666666668
2025-03-18,12.45
2025-03-19,4.21375
2025-03-20,5.207589285714286
2025-03-21,3.005
2025-03-22,3.735
2025-03-23,6.201428571428571
2025-03-24,4.2780000000000005
2025-03-25,7.77
2025-03-26,4.207
2025-03-27,7.96
2025-03-28,2.562222222222222
2025-03-29,3.531111111111111
2025-03-30,6.281000000000001
2025-03-31,9.2525
2025-04-01,4.602
2025-04-02,11.44625
2025-04-03,7.079047619047619
2025-04-04,5.760714285714286
2025-04-05,6.832222222222223
2025-04-06,4.671764705882353
2025-04-07,6.296468253968254
2025-04-08,7.88
2025-04-09,8.681666666666667
2025-04-10,5.368636363636363
2025-04-11,4.758666666666667
2025-04-12,8.383333333333333
2025-04-13,6.412352941176471
2025-04-14,6.654999999999999
2025-04-15,5.055416666666667
2025-04-16,8.124285714285714
2025-04-17,7.0653334
2025-04-18,7.671428571428572
2025-04-19,5.260555555555555
2025-04-20,4.521333333333333
2025-04-21,6.267499999999999
2025-04-22,7.148999999999999
2025-04-23,7.148999999999999
2025-04-24,10.297142857142855
2025-04-25,8.723071428571426
2025-04-26,10.328888888888889
2025-04-27,6.673333333333334
2025-04-28,12.446666666666664
2025-04-29,11.136666666666663
2025-04-30,5.031666666666667
2025-05-01,5.031666666666667
2025-05-02,5.031666666666667
2025-05-03,5.031666666666667
2025-05-04,0.0
